Project Name,Package Name,Type Name,Design Smell,Cause of the Smell
vert.x,io.vertx.benchmarks,BenchmarkBase,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
vert.x,io.vertx.benchmarks,CombinerExecutorBenchmark,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.benchmarks,CombinerExecutorBenchmark,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): BenchmarkBase
vert.x,io.vertx.benchmarks,ConcurrentCyclicSequenceBenchmark,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.benchmarks,ConcurrentCyclicSequenceBenchmark,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): BenchmarkBase
vert.x,io.vertx.benchmarks,ContextBenchmark,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.benchmarks,ContextBenchmark,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): BenchmarkBase
vert.x,io.vertx.benchmarks,ContextBenchmark.BaselineState,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: vertx; context; task
vert.x,io.vertx.benchmarks,ContextBenchmark.BaselineState,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.benchmarks,HeadersContainsBenchmark,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.benchmarks,HeadersContainsBenchmark,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): BenchmarkBase
vert.x,io.vertx.benchmarks,HeadersEncodeBenchmark,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.benchmarks,HeadersEncodeBenchmark,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: asciiNames; asciiValues; encoder; byteBuf; emptyHeaders; nettySmallHeaders; vertxSmallHeaders
vert.x,io.vertx.benchmarks,HeadersEncodeBenchmark,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): BenchmarkBase
vert.x,io.vertx.benchmarks,HeadersEncodeBenchmark.PublicEncoder,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
vert.x,io.vertx.benchmarks,HeadersEncodeBenchmark.PublicEncoder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.benchmarks,HeadersSetBenchmark,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.benchmarks,HeadersSetBenchmark,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: validate; asciiNames; nettySmallHeaders; vertxSmallHeaders
vert.x,io.vertx.benchmarks,HeadersSetBenchmark,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): BenchmarkBase
vert.x,io.vertx.benchmarks,HeadersUtils,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.benchmarks,HeadersUtils,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: DATE_FORMAT; VERTX_HEADER; TEXT_PLAIN_HEADER; CONTENT_LENGTH_HEADER; DATE_HEADER
vert.x,io.vertx.benchmarks,JsonDecodeBenchmark,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.benchmarks,JsonDecodeBenchmark,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): BenchmarkBase
vert.x,io.vertx.benchmarks,JsonEncodeBenchmark,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.benchmarks,JsonEncodeBenchmark,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): BenchmarkBase
vert.x,io.vertx.core.externals,SomeFactoryImplA,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.externals,MyVerticle,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.http.headers,HeadersTestBase,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 65 public methods
vert.x,io.vertx.core.http.headers,Http2HeadersAdaptorsTest,Feature Envy,The tool detected a instance of this smell because testGetConvertUpperCase is more interested in members of the type: MultiMap
vert.x,io.vertx.core.http.headers,Http2HeadersAdaptorsTest,Feature Envy,The tool detected a instance of this smell because testGetAllConvertUpperCase is more interested in members of the type: MultiMap
vert.x,io.vertx.core.http.headers,Http2HeadersAdaptorsTest,Feature Envy,The tool detected a instance of this smell because testContainsConvertUpperCase is more interested in members of the type: MultiMap
vert.x,io.vertx.core.http.headers,Http2HeadersAdaptorsTest,Feature Envy,The tool detected a instance of this smell because testRemoveConvertUpperCase is more interested in members of the type: MultiMap
vert.x,io.vertx.core.http.headers,Http2HeadersAdaptorsTest,Feature Envy,The tool detected a instance of this smell because testEntries is more interested in members of the type: MultiMap
vert.x,io.vertx.core.http.headers,Http2HeadersAdaptorsTest,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): HeadersTestBase
vert.x,io.vertx.core.http.headers,HttpHeadersAdaptorTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.core.http.headers,VertxHttpHeadersTest,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 21 public methods
vert.x,io.vertx.it,CustomExecutorService,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: executing
vert.x,io.vertx.it,CustomExecutorServiceFactory,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: NUM
vert.x,io.vertx.it,CustomFileResolverFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.it,CustomJsonFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.it,CustomJsonFactory,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: CODEC
vert.x,io.vertx.it,CustomVertxThreadFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
vert.x,io.vertx.it,SLF4JLogDelegateTest.TestLocationAwareLogger,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: actual
vert.x,io.vertx.it,SLF4JLogDelegateTest.TestLocationAwareLogger,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
